reply_text,reply_username,reply_date,language,tweet_id
Roj paida hotey hai.. Aisaa toe kya teer mar liya lalu parivaar ney?????,@BavalBro,2025-05-27T16:53:15.000Z,hi,3896189679095050000
@GargaC  look a BIMARU spotted in ur state. Go get him,@vigya_2gya,2025-05-27T17:34:51.000Z,en,3896189679095050000
So sweet,@pritambasu9,2025-05-27T18:16:49.000Z,en,3896189679095050000
@yadavtejashwi  Ji. So much Happy to see that your baby was born. Lots of good wishes and blessings.   Warm Wishes.,@jkumarsharma998,2025-05-27T18:45:30.000Z,en,3896189679095050000
Poorest state and its Politicians getting their child delivered in posh hospitals. Fuck Democracy,@IlIlIlIlIl911,2025-05-27T21:52:32.000Z,en,3896189679095050000
https://x.com/globalnewslab/status/1927525337564434855?t=UjH-NUuflIRv70GFnRwnLA&s=19…,@globalnewslab,2025-05-28T00:43:03.000Z,qme,3896189679095050000
Roj paida hotey hai.. Aisaa toe kya teer mar liya lalu parivaar ney?????,@BavalBro,2025-05-27T16:53:15.000Z,hi,3896189679095050000
@GargaC  look a BIMARU spotted in ur state. Go get him,@vigya_2gya,2025-05-27T17:34:51.000Z,en,3896189679095050000
So sweet,@pritambasu9,2025-05-27T18:16:49.000Z,en,3896189679095050000
@yadavtejashwi  Ji. So much Happy to see that your baby was born. Lots of good wishes and blessings.   Warm Wishes.,@jkumarsharma998,2025-05-27T18:45:30.000Z,en,3896189679095050000
Poorest state and its Politicians getting their child delivered in posh hospitals. Fuck Democracy,@IlIlIlIlIl911,2025-05-27T21:52:32.000Z,en,3896189679095050000
https://x.com/globalnewslab/status/1927525337564434855?t=UjH-NUuflIRv70GFnRwnLA&s=19…,@globalnewslab,2025-05-28T00:43:03.000Z,qme,3896189679095050000
"What about internal threat? I suggest,  1.identify areas or districts with troubling past.  2. Setting up camps of BSF like Central agencies  3. Hot lines for such agencies who can be directly contacted  4. Organizing and Empowering the locals with arms and self defence tactics",@Usrname_Selctn,2025-05-27T13:12:20.000Z,en,3896189679095050000
Why protesting doctors posted to places they deserve? An we get transparency of the posting?,@tapasb,2025-05-28T01:17:20.000Z,en,3896189679095050000
Mamata Banerjee Zindabad,@SOUMENB98612515,2025-05-28T07:12:31.000Z,in,3896189679095050000
"What is west bengal , it's nothing, we have to stop it from becoming Bangladesh,  Operation bengal is now a necessity",@sonof11soil,2025-05-29T21:22:03.000Z,en,3896189679095050000
"Nice work, avoid negative  go ahead with positives!  Banglar Bari (Gramin)",@titu_dipankar,2025-05-20T09:34:30.000Z,en,447445643370362000
"Including illegals, right?",@aarindam_c,2025-05-20T10:32:08.000Z,en,447445643370362000
"And still one of very poor family from my village didn't get ""Banglar Bari""...I'm so amazed and Shocked. That family is suffering a lot and loosing his family member due to the open sky. He is poor...he can't raise any complaint !! That's why he is neglected  Is that so and so ??",@31002e9ee062487,2025-05-20T10:44:58.000Z,en,447445643370362000
Majority are illegal Bangladeshi and Rohingyas...momo begum core vote bank..,@twitvishy,2025-05-20T11:01:10.000Z,en,447445643370362000
"Take money and forget kolkata rape case , Murshidabad case ,sadenshkhali case ,jangipur case ,26000 expelled from their ssc CGL ,removed singur or ,remove tata  concerned about waq and odisha mandir in which she was kicked out by the mandir commity ,people are living bengol",@011_anurag,2025-05-20T10:01:13.000Z,en,447445643370362000
"Bhikhari tor sarkar DA dite pare naa,  Ar ekhon dibi banglar bari",@Sakti9967,2025-05-20T09:58:25.000Z,hi,447445643370362000
"By not paying due DA to WB govt employees; you cry+ plead at court that to even pay 50% of the dues it wd *break your back?!?   Pay 25% within 6 weeks as court ordered.  WB debt is 7 lakh crores plus, abt 4X of what you started with; shows yr bankrupt govt and bad policies",@Arijit_Dodul,2025-05-20T13:47:39.000Z,en,447445643370362000
This time you never win upcoming elections,@apavan27,2025-05-20T11:00:55.000Z,en,447445643370362000
"Please provide this facility to ""Indians"" only. Please avoid your appeasement policy.",@Axion76540,2025-05-20T11:01:16.000Z,en,447445643370362000
"Respected CM madam, kindly do help me to recover my money from your TMC party members from katwa municipality and Dainhat municipality, I'm suffering since last five years along with my family, it's a matter of great sad and sorrow regret and shame, please try to understand madam",@PatwariPatwari2,2025-05-20T09:34:45.000Z,en,447445643370362000
"Didi’s commitment to dignity and shelter for all shines through once again!  Under the visionary leadership of Smt.  @MamataOfficial , the Banglar Bari (Gramin) scheme is transforming lives across rural Bengal. With ₹1.2 lakh per family provided entirely from state funds, 12 lakh",@SyedF_official,2025-05-20T09:36:12.000Z,en,447445643370362000
Lot of corruption in the ground level,@SbSudip8,2025-05-20T10:32:31.000Z,en,447445643370362000
Nijei nijeke certificate dei. Same to same pakistan,@modiparibar143,2025-05-20T11:06:41.000Z,und,447445643370362000
জয় বাংলা,@aitctuhin,2025-05-20T17:54:48.000Z,bn,447445643370362000
"Please see if the people who filled forms for old age pension through different camps organised by the state government from time to time receive,I have filled the form 4 times,but very sad nothing has come,I am 74 years old.",@RichardFre76376,2025-05-20T09:48:49.000Z,en,447445643370362000
"wow ₹14.4k crore! eto taka kothay paben? mane aro to achhe jemon konnashree, lokkhi-bhandar aro varity rokomer subsidy egulor taka alada kore alott kora to?",@1sagittarius7,2025-05-20T09:39:02.000Z,hi,447445643370362000
Thank You  @MamataOfficial  Didi,@ArpanBiswasAitc,2025-05-20T09:43:13.000Z,en,447445643370362000
Banglar Bari  only for TMC chappal lickers,@arghabaag,2025-05-20T10:27:41.000Z,en,447445643370362000
Giving to each poor Bangladeshi...,@kpcoolllzzz,2025-05-20T11:33:07.000Z,en,447445643370362000
Nijei nijeke certificate dei. Same to same pakistan,@modiparibar143,2025-05-20T11:06:41.000Z,und,447445643370362000
জয় বাংলা,@aitctuhin,2025-05-20T17:54:48.000Z,bn,447445643370362000
"Please see if the people who filled forms for old age pension through different camps organised by the state government from time to time receive,I have filled the form 4 times,but very sad nothing has come,I am 74 years old.",@RichardFre76376,2025-05-20T09:48:49.000Z,en,447445643370362000
"wow ₹14.4k crore! eto taka kothay paben? mane aro to achhe jemon konnashree, lokkhi-bhandar aro varity rokomer subsidy egulor taka alada kore alott kora to?",@1sagittarius7,2025-05-20T09:39:02.000Z,hi,447445643370362000
Thank You  @MamataOfficial  Didi,@ArpanBiswasAitc,2025-05-20T09:43:13.000Z,en,447445643370362000
Banglar Bari  only for TMC chappal lickers,@arghabaag,2025-05-20T10:27:41.000Z,en,447445643370362000
Giving to each poor Bangladeshi...,@kpcoolllzzz,2025-05-20T11:33:07.000Z,en,447445643370362000
Big big thank you didi,@shreehari9893,2025-05-20T11:56:06.000Z,en,447445643370362000
Is this another scam scheme for your party cadets?,@Prabal_kolkata,2025-05-20T12:03:20.000Z,en,447445643370362000
জয়তু জননেত্রী,@AtaurRa15799078,2025-05-20T09:41:11.000Z,bn,447445643370362000
State ka bantafhar kar diya hae,@MithySingh,2025-05-20T09:44:35.000Z,hi,447445643370362000
Only genuine native Bengali shd get.,@pc07111991,2025-05-20T10:11:47.000Z,en,447445643370362000
All are going to illegal Bangladeshi and TMC caders.,@seasubrata,2025-05-20T10:17:41.000Z,en,447445643370362000
"the one who need a house isn't getting it, and the one who already has one is getting it",@Ujjwal372886900,2025-05-20T10:34:15.000Z,en,447445643370362000
জয়তু জননেত্রী,@SwapanpatraAITC,2025-05-20T10:42:03.000Z,bn,447445643370362000
How many Biharis & other Hindisthanis are benefited by tax money of Bengalis?,@ray_sib,2025-05-20T11:41:32.000Z,en,447445643370362000
"Please Specify, how many Christian, Hindu, Muslim, Sikh or Jain families have benefited under the Banglar Bari (Gramin) scheme? And beneficiaries are Indian or not?",@Ravikant_ricky,2025-05-20T12:35:30.000Z,en,447445643370362000
"Out of these families, How many are Illegal bangladeshi, pakistani and rohingya and how many are original Bengalis?  I'm sure the orginal Bengali number would be either zero or minimal.",@Satyajeetp1992,2025-05-20T14:13:34.000Z,en,447445643370362000
"What action  you  take  for  removing  illegal  Bangladeshi,  Pakistani  and  rohingya  to kick out of india as per central government ultimatum  of 30 days  , We don't see any action  by your state, Is is vote matter.",@Allauddin007860,2025-05-20T14:15:04.000Z,en,447445643370362000
খুব ভালো লাগলো শুনে.. তবে  যারা পাচ্ছেনা তারা একদমই পাচ্ছেনা  আর যারা পাচ্ছে দুই তিনটে ঘরের টাকা পাচ্ছে... গ্রামের মেম্বার আর কিছু গুন্ডা আছে যাদের সঙ্গে তারাই গ্রামের বেশ কিছু মানুষদের পাইয়ে দেয়না।,@DipakJali,2025-05-20T14:34:48.000Z,bn,447445643370362000
"""কন্যাশ্রী ,রূপশ্রী"" এসব বন্ধ করে দিয়ে  মাধ্যমিক উচ্চ মাধ্যমিক পরীক্ষায় ৭৫_৮০% + ছাত্র, ছাত্রী দের সরাসরি টাকা দিয়ে সাহায্য করেন এগিয়ে যাওয়ার জন্য । রাজ্যের মঙ্গল দেশের মঙ্গল ।।। আপনার ""কন্যাশ্রী রুপশ্রী"" টাকা দিয়ে অযোগ্যরা ""চুল স্ট্রেইট""""শপিং"" ""মোবাইল "" ""মদ"" এসব করে",@chotapanditno1,2025-05-20T09:57:28.000Z,bn,447445643370362000
Who will pay the  8 lakh crore debt ?,@IndianBengali12,2025-05-20T10:42:05.000Z,en,447445643370362000
Note: Scheme applies only to pakistan bangladesh Rohingyas,@devasan37,2025-05-20T12:12:38.000Z,en,447445643370362000
Why are you not telling straight forward that money will go to particular set of peoples who are vote bank of TMC,@MayankJ21866696,2025-05-20T14:29:32.000Z,en,447445643370362000
Settling illegal Bangladeshi extremist,@Oass45087773,2025-05-20T15:07:06.000Z,en,447445643370362000
Note: Scheme applies only to pakistan bangladesh Rohingyas,@devasan37,2025-05-20T12:12:38.000Z,en,447445643370362000
Why are you not telling straight forward that money will go to particular set of peoples who are vote bank of TMC,@MayankJ21866696,2025-05-20T14:29:32.000Z,en,447445643370362000
Settling illegal Bangladeshi extremist,@Oass45087773,2025-05-20T15:07:06.000Z,en,447445643370362000
You are a Hindu hater Dayan!!,@Easylife008,2025-05-20T09:32:05.000Z,en,447445643370362000
We need to make sure that these funds DO NOT go to a specific community only for their welfare while Hindus are left empty handed.  If you know what I mean.,@glueblueclue,2025-05-20T09:58:09.000Z,en,447445643370362000
I am handicap. But I can't get house.. Rich people get hours.. What's a fu***k,@Debasis99993298,2025-05-20T10:14:17.000Z,en,447445643370362000
জয়তু জননেত্রী। দক্ষ মানবিক প্রসাশক। জয় বাংলা।,@Debasis12293345,2025-05-20T11:16:47.000Z,bn,447445643370362000
May 2026? Sorry to say but ............................,@cfckousik,2025-05-20T11:20:35.000Z,en,447445643370362000
"It's all going to TMC cadre people, people of a particular community and illegal citizens of India",@Prasenjitdas47,2025-05-20T11:58:55.000Z,en,447445643370362000
Publish the names of the beneficiaries of this scheme.,@binodini98,2025-05-20T13:04:37.000Z,en,447445643370362000
#Pradhan_Mantri_Awas_Yojana,@byomkesh_,2025-05-20T13:09:48.000Z,qme,447445643370362000
Does this scheme is for indian citizen or also applied for Bagndladeshi and rohinyas,@AmanKum02011998,2025-05-20T14:11:55.000Z,en,447445643370362000
Poor Bangladeshis you mean?,@joynpeace2024,2025-05-20T15:14:59.000Z,en,447445643370362000
"How much PC one has to give to the officials to get Rs. 1,20,000/- ??",@janakibijaya60,2025-05-20T15:44:28.000Z,en,447445643370362000
We all know mostly where these funds will go. New voters,@Karunakar199,2025-05-20T16:05:59.000Z,en,447445643370362000
"You mean, houses may also be for Bangladeshi intruders who are living in W.B. without any homes and spreading them in villages to also let them capture fields of Adivasis and aborigins. U are so good at heart. Kamaal hai",@united20298,2025-05-20T16:15:06.000Z,en,447445643370362000
"Didi, ur TMC goons will ensure this money goes to muslim welfare as well. U hv no control on ur own goons and i am sure they will bring down ur kongdom made over hindu dead bodies u hv made in ur tenure. One day May Bengal free from ur anarchy.",@Kaushik183988,2025-05-20T17:07:49.000Z,en,447445643370362000
Now Rohingyas will have new houses,@Prathamesh46961,2025-05-20T20:10:31.000Z,en,447445643370362000
So are you giving money to illegally living bangladeshis also?,@casually12345,2025-05-20T20:34:10.000Z,en,447445643370362000
Publish the names of the beneficiaries of this scheme.,@binodini98,2025-05-20T13:04:37.000Z,en,447445643370362000
#Pradhan_Mantri_Awas_Yojana,@byomkesh_,2025-05-20T13:09:48.000Z,qme,447445643370362000
Does this scheme is for indian citizen or also applied for Bagndladeshi and rohinyas,@AmanKum02011998,2025-05-20T14:11:55.000Z,en,447445643370362000
Poor Bangladeshis you mean?,@joynpeace2024,2025-05-20T15:14:59.000Z,en,447445643370362000
"How much PC one has to give to the officials to get Rs. 1,20,000/- ??",@janakibijaya60,2025-05-20T15:44:28.000Z,en,447445643370362000
We all know mostly where these funds will go. New voters,@Karunakar199,2025-05-20T16:05:59.000Z,en,447445643370362000
"You mean, houses may also be for Bangladeshi intruders who are living in W.B. without any homes and spreading them in villages to also let them capture fields of Adivasis and aborigins. U are so good at heart. Kamaal hai",@united20298,2025-05-20T16:15:06.000Z,en,447445643370362000
"Didi, ur TMC goons will ensure this money goes to muslim welfare as well. U hv no control on ur own goons and i am sure they will bring down ur kongdom made over hindu dead bodies u hv made in ur tenure. One day May Bengal free from ur anarchy.",@Kaushik183988,2025-05-20T17:07:49.000Z,en,447445643370362000
Now Rohingyas will have new houses,@Prathamesh46961,2025-05-20T20:10:31.000Z,en,447445643370362000
So are you giving money to illegally living bangladeshis also?,@casually12345,2025-05-20T20:34:10.000Z,en,447445643370362000
It must for illegal bangladeshis,@RajaPat45098207,2025-05-21T01:21:51.000Z,en,447445643370362000
"She can very well give the DA to the govt employees, @ 55%….more than the central DA….it’s peanuts, for her government, isn’t it?",@DebarshiPraman2,2025-05-21T01:45:39.000Z,en,447445643370362000
"Respected madam, Have the displaced Hindus of Murshidabad benefited. Will there be justice for them and the perpetrators be punished ?",@arupchou123,2025-05-21T03:42:16.000Z,en,447445643370362000
A great initiative no doubt but what about DA payment 35% to the employees? The DA payment is payable within 6 months as directed by Supreme court Bench,@ranjitkumar933,2025-05-21T05:42:29.000Z,en,447445643370362000
Mam SVMCM Please  actually Needed.,@AnkanaGeo,2025-05-21T06:17:08.000Z,en,447445643370362000
"I also live in Kaccha house, But they never surveyed my house in West Bengal, Purulia , muradi.  That kaccha house is also broken .  The wb government is not good for people. I have seen this.",@NandiVishal,2025-05-21T07:36:56.000Z,en,447445643370362000
Bet that more than 50% in those “eligible” cases would be from the “Bangladeshi community”,@codesattu,2025-05-21T08:10:12.000Z,en,447445643370362000
"I also live in Kaccha house, But they never surveyed my house in West Bengal, Purulia , muradi.  That kaccha house is also broken .  The wb government is not good for people. I have seen this.",@NandiVishal,2025-05-21T07:36:56.000Z,en,447445643370362000
Bet that more than 50% in those “eligible” cases would be from the “Bangladeshi community”,@codesattu,2025-05-21T08:10:12.000Z,en,447445643370362000
सराहनीय एवं स्वागतयोग्य कदम।,@Sanjayvermasbg,2025-05-20T09:30:18.000Z,hi,447445643370362000
"Government of the people, by the people, for the people",@IrfanKhanhyd,2025-05-20T09:34:37.000Z,en,447445643370362000
"This is absolutely great news so many people helpful to you, thanks a lot mam",@GoutamD53190022,2025-05-20T09:35:36.000Z,en,447445643370362000
Joy bangla!!,@SouvikS78,2025-05-20T09:39:50.000Z,tl,447445643370362000
Mamata Banerjee jindabad. Joy Bangla.,@TuhinBi68126447,2025-05-20T09:45:21.000Z,hi,447445643370362000
Tumi acho bole sombhav Maa Mati Manush jinda baad Mamata Banerjee jinda baad,@Slumsstones,2025-05-20T09:53:00.000Z,hi,447445643370362000
Didi only one thing I say God has send you to earth as a messenger to serve the people and help them to live their life into comfort zone.May God bless you with all your dreams come true.,@morningmilan1,2025-05-20T10:16:36.000Z,en,447445643370362000
HAMARI NEXT PRIME MINISTER OF INDIA SMT  @MamataOfficial  MAA JINDABAD JINDABAD   HAMARE MOST POWER'FULL LEADER OF INDIA SHIRI  @abhishekaitc  SIR JINDABAD JINDABAD   HAMARE  @AITCofficial  JINDABAD JINDABAD,@Reyaz2226Ali,2025-05-20T10:36:45.000Z,et,447445643370362000
বাংলার মা জননেত্রী মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@SwapanpatraAITC,2025-05-20T10:42:23.000Z,bn,447445643370362000
"We are proud that our state government, entirely with its own funds, is providing a total of ₹1,20,000 per family in two installments under the ‘Banglar Bari (Gramin)’ scheme to 12 lakh poor and eligible families of Bengal for building their",@NormalPage81141,2025-05-20T10:47:37.000Z,en,447445643370362000
Maa Mati Manush Sarkar. Government for the people of the people by the people. Congratulations for this commendable work. Mamata Banerjee hope of the people of Bengal,@RashednehalSid1,2025-05-20T11:01:38.000Z,en,447445643370362000
सराहनीय एवं स्वागतयोग्य कदम।,@Sanjayvermasbg,2025-05-20T09:30:18.000Z,hi,447445643370362000
"Government of the people, by the people, for the people",@IrfanKhanhyd,2025-05-20T09:34:37.000Z,en,447445643370362000
"This is absolutely great news so many people helpful to you, thanks a lot mam",@GoutamD53190022,2025-05-20T09:35:36.000Z,en,447445643370362000
Joy bangla!!,@SouvikS78,2025-05-20T09:39:50.000Z,tl,447445643370362000
Mamata Banerjee jindabad. Joy Bangla.,@TuhinBi68126447,2025-05-20T09:45:21.000Z,hi,447445643370362000
Tumi acho bole sombhav Maa Mati Manush jinda baad Mamata Banerjee jinda baad,@Slumsstones,2025-05-20T09:53:00.000Z,hi,447445643370362000
Didi only one thing I say God has send you to earth as a messenger to serve the people and help them to live their life into comfort zone.May God bless you with all your dreams come true.,@morningmilan1,2025-05-20T10:16:36.000Z,en,447445643370362000
HAMARI NEXT PRIME MINISTER OF INDIA SMT  @MamataOfficial  MAA JINDABAD JINDABAD   HAMARE MOST POWER'FULL LEADER OF INDIA SHIRI  @abhishekaitc  SIR JINDABAD JINDABAD   HAMARE  @AITCofficial  JINDABAD JINDABAD,@Reyaz2226Ali,2025-05-20T10:36:45.000Z,et,447445643370362000
বাংলার মা জননেত্রী মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@SwapanpatraAITC,2025-05-20T10:42:23.000Z,bn,447445643370362000
"We are proud that our state government, entirely with its own funds, is providing a total of ₹1,20,000 per family in two installments under the ‘Banglar Bari (Gramin)’ scheme to 12 lakh poor and eligible families of Bengal for building their",@NormalPage81141,2025-05-20T10:47:37.000Z,en,447445643370362000
Maa Mati Manush Sarkar. Government for the people of the people by the people. Congratulations for this commendable work. Mamata Banerjee hope of the people of Bengal,@RashednehalSid1,2025-05-20T11:01:38.000Z,en,447445643370362000
জয়তু জননেত্রী,@aitcpartha,2025-05-20T09:30:24.000Z,bn,447445643370362000
"Nice work, avoid negative  go ahead with positives",@jayhulke,2025-05-20T09:31:21.000Z,en,447445643370362000
মা মাটি মানুষ জিন্দাবাদ  মমতা বন্দ্যোপাধ্যায় জিন্দাবাদ,@anwarchanuAITC,2025-05-20T09:34:58.000Z,bn,447445643370362000
Indeed a novel step by your side.,@Chintu_Pathak10,2025-05-20T10:11:29.000Z,en,447445643370362000
জয়তু জননেত্রী,@ProsenjitB60589,2025-05-20T10:15:05.000Z,bn,447445643370362000
NICE,@ShaliniSachde12,2025-05-20T10:17:23.000Z,en,447445643370362000
জয় বাংলা,@AITCGolamRejaul,2025-05-20T10:17:52.000Z,bn,447445643370362000
জনপ্রিয় নেত্রী,@DobaiRohim,2025-05-20T10:19:12.000Z,bn,447445643370362000
Chut mari ke.,@Mutual_Lund,2025-05-20T10:23:41.000Z,in,447445643370362000
জয় বাংলা,@ProdipGayenaitc,2025-05-20T10:25:27.000Z,bn,447445643370362000
#BanglarGorboMamata #MamataBanerjee #Didi #CM #WestBengal #BanglarBari #KhelaHobe,@AkramAITC,2025-05-20T10:45:35.000Z,qme,447445643370362000
Indeed a novel step by your side.,@Chintu_Pathak10,2025-05-20T10:11:29.000Z,en,447445643370362000
জয়তু জননেত্রী,@ProsenjitB60589,2025-05-20T10:15:05.000Z,bn,447445643370362000
NICE,@ShaliniSachde12,2025-05-20T10:17:23.000Z,en,447445643370362000
জয় বাংলা,@AITCGolamRejaul,2025-05-20T10:17:52.000Z,bn,447445643370362000
জনপ্রিয় নেত্রী,@DobaiRohim,2025-05-20T10:19:12.000Z,bn,447445643370362000
Chut mari ke.,@Mutual_Lund,2025-05-20T10:23:41.000Z,in,447445643370362000
জয় বাংলা,@ProdipGayenaitc,2025-05-20T10:25:27.000Z,bn,447445643370362000
#BanglarGorboMamata #MamataBanerjee #Didi #CM #WestBengal #BanglarBari #KhelaHobe,@AkramAITC,2025-05-20T10:45:35.000Z,qme,447445643370362000
Congratulations  Great initiatives,@Parimal44126154,2025-05-20T10:52:00.000Z,en,447445643370362000
জয় বাংলা,@GuchhaitPrince,2025-05-20T11:11:37.000Z,bn,447445643370362000
#IndiaWantsMamataDi  #iwmwestburdwan,@biplab644,2025-05-20T11:41:27.000Z,qme,447445643370362000
Another sharda?,@_zoom101,2025-05-20T12:06:18.000Z,en,447445643370362000
#BanglarGorboMamata,@TapanDa96602458,2025-05-20T12:26:05.000Z,qme,447445643370362000
জয় বাংলা   @IndiaWantsMB,@MontuKh49735487,2025-05-20T12:28:55.000Z,bn,447445643370362000
Pehle chori karo phir daan karo,@_kachra_seth,2025-05-20T12:57:36.000Z,hi,447445643370362000
জয় বাংলা,@RuksanaAITC2,2025-05-20T13:17:22.000Z,bn,447445643370362000
Pura hi loot le mc,@animalloverguy,2025-05-20T13:41:02.000Z,tl,447445643370362000
Lol,@anaghpal,2025-05-20T13:43:52.000Z,und,447445643370362000
But my payment not received,@OicMuslim,2025-05-20T14:10:39.000Z,en,447445643370362000
For Bangladeshi  and  rohingya muslim,@Allauddin007860,2025-05-20T14:11:40.000Z,hi,447445643370362000
And making sure they remain poor forever.,@matra2888,2025-05-20T14:21:02.000Z,en,447445643370362000
#IndiaWantsMamataDi #iwmnanoor,@SekhDoni,2025-05-20T14:34:02.000Z,qme,447445643370362000
"Those who have houses are getting money to build houses again. And in reality, many of those who are poor are not getting this.",@KaushikHal15442,2025-05-20T14:39:53.000Z,en,447445643370362000
#BanglarGorboMamata,@TapanDa96602458,2025-05-20T12:26:05.000Z,qme,447445643370362000
জয় বাংলা   @IndiaWantsMB,@MontuKh49735487,2025-05-20T12:28:55.000Z,bn,447445643370362000
Pehle chori karo phir daan karo,@_kachra_seth,2025-05-20T12:57:36.000Z,hi,447445643370362000
জয় বাংলা,@RuksanaAITC2,2025-05-20T13:17:22.000Z,bn,447445643370362000
Pura hi loot le mc,@animalloverguy,2025-05-20T13:41:02.000Z,tl,447445643370362000
Lol,@anaghpal,2025-05-20T13:43:52.000Z,und,447445643370362000
But my payment not received,@OicMuslim,2025-05-20T14:10:39.000Z,en,447445643370362000
For Bangladeshi  and  rohingya muslim,@Allauddin007860,2025-05-20T14:11:40.000Z,hi,447445643370362000
And making sure they remain poor forever.,@matra2888,2025-05-20T14:21:02.000Z,en,447445643370362000
#IndiaWantsMamataDi #iwmnanoor,@SekhDoni,2025-05-20T14:34:02.000Z,qme,447445643370362000
"Those who have houses are getting money to build houses again. And in reality, many of those who are poor are not getting this.",@KaushikHal15442,2025-05-20T14:39:53.000Z,en,447445643370362000
Thanks didi,@SanjayK69101700,2025-05-20T15:00:50.000Z,en,447445643370362000
"Kudos to our state government for their commitment to supporting the most vulnerable. ₹1,20,000 per family in two installments for 12 lakh families under the 'Banglar Bari (Gramin)' scheme. Making a real difference with their own funds. #communitysupport #stategovernment",@MahafijM28103,2025-05-20T15:07:34.000Z,en,447445643370362000
Hope you can make houses to those who lost their houses during communal riot in your state over the decades ?  BTW why are not aligning your housing project with the central PM Awas Yojana ?,@Ruma_DSG009,2025-05-21T03:03:18.000Z,en,447445643370362000
Itne paise me ak toilet bhi nhi banta h,@Pandeyjiup51,2025-05-21T03:24:21.000Z,hi,447445643370362000
জয়তু জননেত্রী,@AzadSk340953,2025-05-21T03:27:53.000Z,bn,447445643370362000
Proud of You  Jay Bangla,@Manojku53398045,2025-05-21T04:05:00.000Z,en,447445643370362000
Sala tor nijer net worth 15 lakh r bangla gramin bari mara66e  m@ ch*da,@ritabrata_bjp,2025-05-21T04:11:22.000Z,et,447445643370362000
"14400 crores  If the government is transparent, then release the beneficiary list District & religion wise. Specifically the districts sharing border with Bangladesh.",@MrAgile_,2025-05-21T05:32:43.000Z,en,447445643370362000
Joy bangla,@shilasen11,2025-05-21T06:23:25.000Z,tl,447445643370362000
#MamataBanerjee,@kolimuddinsk2,2025-05-21T06:47:17.000Z,qme,447445643370362000
A great appreciation,@TAPANSEAL1,2025-05-20T15:32:24.000Z,en,447445643370362000
"Make sure you are not building homes for BANGLADESHIS AND ANTI INDIA ALIMENTS, as you usually do!",@kaushiksachin02,2025-05-20T15:38:48.000Z,en,447445643370362000
Why do you protect illegal crorepati monsters who support money laundering drugs and human trafficking and Bengalis have illegal wealth but not heart,@pankajm41312930,2025-05-20T15:43:03.000Z,en,447445643370362000
Did any Hindus get the funds and how much has TMC pocketed???,@AnkushGupta420,2025-05-20T16:08:31.000Z,en,447445643370362000
Be-st wishes.  Bhalo thakben sabai.    -  Soumitra Mukherjee        Pune,@mukherjeesoumit,2025-05-20T16:17:29.000Z,hi,447445643370362000
Joy bangla,@shilasen11,2025-05-21T06:23:25.000Z,tl,447445643370362000
#MamataBanerjee,@kolimuddinsk2,2025-05-21T06:47:17.000Z,qme,447445643370362000
A great appreciation,@TAPANSEAL1,2025-05-20T15:32:24.000Z,en,447445643370362000
"Make sure you are not building homes for BANGLADESHIS AND ANTI INDIA ALIMENTS, as you usually do!",@kaushiksachin02,2025-05-20T15:38:48.000Z,en,447445643370362000
Why do you protect illegal crorepati monsters who support money laundering drugs and human trafficking and Bengalis have illegal wealth but not heart,@pankajm41312930,2025-05-20T15:43:03.000Z,en,447445643370362000
Did any Hindus get the funds and how much has TMC pocketed???,@AnkushGupta420,2025-05-20T16:08:31.000Z,en,447445643370362000
Be-st wishes.  Bhalo thakben sabai.    -  Soumitra Mukherjee        Pune,@mukherjeesoumit,2025-05-20T16:17:29.000Z,hi,447445643370362000
Mamata banerjee jindabad,@MDSABBI68153911,2025-05-20T16:24:07.000Z,hi,447445643370362000
ধন্যবাদ আপনাকে দিদি ।,@susantapau81530,2025-05-20T16:32:24.000Z,bn,447445643370362000
"Where in India you can build a home with 1.2 lakh? And secondly who in the entire West Bengal got that full amount? I know some 15-20 people from random villages of Bengal, and they all told me that they have given a minimum of 20000 to the party workers of TMC. Nahole pabe na.",@sumit_mukherje,2025-05-20T16:34:18.000Z,en,447445643370362000
Apnar ulto ginti chalu hye geche pisi,@iamchiranjit7,2025-05-20T16:38:27.000Z,in,447445643370362000
I’m sure majority of them will be illegal Bangladeshis .. are you helping the Murshidabad Hindus ?,@umamaheshwari56,2025-05-20T17:06:29.000Z,en,447445643370362000
Here's the way of using money which was collected by the bribe of the people who were provided teaching jobs..  How to turn Bl@ck M*oney into Wh!te ?? Check with TMC people..,@iamkeshary,2025-05-21T03:12:19.000Z,en,447445643370362000
#BanglarGorboMamata,@RajuReyaz,2025-05-21T06:47:21.000Z,qme,447445643370362000
Keu ki ache amar bhalobasha premer bartata pouche debe oke? I love him from the bottom of my heart . Kintu o amake reply kore na . O travel korbe bidesh bibhuiye. E biroho jantrana kake janai bolo to tumi didi?,@arpitac34915457,2025-05-21T07:12:10.000Z,tl,447445643370362000
Why Wb government doesn't have a proper RTI SYSTEM,@NandiVishal,2025-05-21T07:39:24.000Z,en,447445643370362000
অভিনন্দন জানাই,@RamGhorai4,2025-05-21T08:12:54.000Z,bn,447445643370362000
পশ্চিমবঙ্গের মাননীয়া মুখ্যমন্ত্রী আপনাকে আন্তরিক শুভেচ্ছা ও অভিনন্দন জানাই,@RamGhorai4,2025-05-21T08:14:04.000Z,bn,447445643370362000
We are proud that u are one among the only two women chief ministers in India,@doctorsboutique,2025-05-21T08:46:43.000Z,en,447445643370362000
