raw_text,cleaned_text,analyzed_text,tweet_text,reply_username,reply_date,tweet_id,language,coarse_sentiment,fine_sentiment,confidence,relevance_score,relevance_label
"Very convenient scheme for Bangladeshis. Fck you Mamata, you will rot in hell  #MamataIsSick #PresidentRuleInWB #TakeMamatasSupari","Very convenient scheme for Bangladeshis. Fck you Mamata, you will rot in hell #MamataIsSick #PresidentRuleInWB #TakeMamatasSupari","Very convenient scheme for Bangladeshis. Fck you Mamata, you will rot in hell #MamataIsSick #PresidentRuleInWB #TakeMamatasSupari","We are proud that our state government, entirely with its own funds, is providing a total of ₹1,20,000 per family in two installments under the ‘Banglar Bari (Gramin)’ scheme to 12 lakh poor and eligible families of Bengal for building their houses.  The first installment, amounting ₹7,200 crore, was disbursed last December. Today, the second installment of ₹7,200 crore has also started being directly credited to their bank accounts. Thus, I am happy to say, our government has spent a total of ₹14,400 crore from its own funds for the construction of houses under this scheme. I extend my heartfelt congratulations to everyone.  We will also build houses for another 16 lakh eligible families. They will receive their first installment in December this year and the second installment in May 2026. I extend my advance best wishes to them as well.",@sharmakabeta_,2025-05-21T02:44:48.000Z,447445643370362000,en,negative,criticism,0.87,0.44,unrelated
"Taking Loans to fool the ppl & prove ur Corruption. When are u clearing the 25% DA to the State Govt Employees? Whn wl u realise tht u r Incompetent & Incapable to run a Govt/State? Anyways, ppl r fed-up with ur Lies, Fakery, Drama & Propaganda. They wl do justice in 2026.","Taking Loans to fool the ppl & prove ur Corruption. When are u clearing the 25% DA to the State Govt Employees? Whn wl u realise tht u r Incompetent & Incapable to run a Govt/State? Anyways, ppl r fed-up with ur Lies, Fakery, Drama & Propaganda. They wl do justice in 2026.","Taking Loans to fool the ppl & prove ur Corruption. When are u clearing the 25% DA to the State Govt Employees? Whn wl u realise tht u r Incompetent & Incapable to run a Govt/State? Anyways, ppl r fed-up with ur Lies, Fakery, Drama & Propaganda. They wl do justice in 2026.","We are proud that our state government, entirely with its own funds, is providing a total of ₹1,20,000 per family in two installments under the ‘Banglar Bari (Gramin)’ scheme to 12 lakh poor and eligible families of Bengal for building their houses.  The first installment, amounting ₹7,200 crore, was disbursed last December. Today, the second installment of ₹7,200 crore has also started being directly credited to their bank accounts. Thus, I am happy to say, our government has spent a total of ₹14,400 crore from its own funds for the construction of houses under this scheme. I extend my heartfelt congratulations to everyone.  We will also build houses for another 16 lakh eligible families. They will receive their first installment in December this year and the second installment in May 2026. I extend my advance best wishes to them as well.",@Sanzeenpatriot,2025-05-23T06:59:49.000Z,447445643370362000,en,negative,criticism,0.9,0.41,unrelated
Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@bsp_bharatkumar,2025-05-24T17:09:04.000Z,5856457891030680000,en,negative,insult,0.6,-0.01,unrelated
"It's not This Vs That, but it has become 'These Realistics Vs Theirs Histrionics', 'What's Necessity Vs Why Excessivity'! People now know, eventually public too, will know.","It's not This Vs That, but it has become 'These Realistics Vs Theirs Histrionics', 'What's Necessity Vs Why Excessivity'! People now know, eventually public too, will know.","It's not This Vs That, but it has become 'These Realistics Vs Theirs Histrionics', 'What's Necessity Vs Why Excessivity'! People now know, eventually public too, will know.","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@AzimTheAgnostic,2025-05-24T17:13:15.000Z,5856457891030680000,en,neutral,inquiry,0.6,0.01,unrelated
"Trinamool Congress condemns Pakistan for shelling civilians in the border areas of Poonch and Rozari, India. Trinamool Congress was, is and will always be with the people. Mamata Banerjee jindabad","Trinamool Congress condemns Pakistan for shelling civilians in the border areas of Poonch and Rozari, India. Trinamool Congress was, is and will always be with the people. Mamata Banerjee jindabad","Trinamool Congress condemns Pakistan for shelling civilians in the border areas of Poonch and Rozari, India. Trinamool Congress was, is and will always be with the people. Mamata Banerjee jindabad","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@Diliptmcsoical,2025-05-24T17:13:53.000Z,5856457891030680000,en,negative,criticism,0.57,0.25,unrelated
It's nice of them.,It's nice of them.,It's nice of them.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@ThameemDr,2025-05-24T17:14:04.000Z,5856457891030680000,en,positive,praise,0.91,0.17,unrelated
Joy bangla,Joy bangla,Joy bangla,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@TuluAITC,2025-05-24T17:14:44.000Z,5856457891030680000,tl,neutral,celebration,0.42,0.16,unrelated
"In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.","In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.","In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@HumayunHhpAitc,2025-05-24T17:17:13.000Z,5856457891030680000,en,positive,support,0.8,0.49,related
"তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে?  তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।","তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে? তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।","তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে? তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@SagarCwc,2025-05-25T12:11:42.000Z,5856457891030680000,bn,negative,criticism,0.64,0.24,unrelated
"তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে?   তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।","তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে? তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।","তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে? তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@SagarCwc,2025-05-25T12:12:42.000Z,5856457891030680000,bn,negative,criticism,0.64,0.24,unrelated
"डायन बैनर्जी मासूम हीन,,,दु को कतले आम किया जा रहा ह  मुर्शिदाबाद में, एक दिन दुर्गा मा न्याय जरूर करेंगी","डायन बैनर्जी मासूम हीन,,,दु को कतले आम किया जा रहा ह मुर्शिदाबाद में, एक दिन दुर्गा मा न्याय जरूर करेंगी","डायन बैनर्जी मासूम हीन,,,दु को कतले आम किया जा रहा ह मुर्शिदाबाद में, एक दिन दुर्गा मा न्याय जरूर करेंगी","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@HarshGu18401054,2025-05-25T17:52:51.000Z,5856457891030680000,hi,negative,criticism,0.54,0.26,unrelated
"Admirable work by our 5-member delegation in Poonch and Rajouri, standing with grieving families during difficult times. #support","Admirable work by our 5-member delegation in Poonch and Rajouri, standing with grieving families during difficult times. #support","Admirable work by our 5-member delegation in Poonch and Rajouri, standing with grieving families during difficult times. #support","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@MahafijM28103,2025-05-26T00:33:54.000Z,5856457891030680000,en,positive,praise,0.73,0.78,related
#TMCPCYBERCELL,#TMCPCYBERCELL,#TMCPCYBERCELL,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@SkBaharulIsla10,2025-05-26T04:44:22.000Z,5856457891030680000,vi,neutral,support,0.84,0.09,unrelated
মুর্শিদাবাদে পুলিশের কোন ক্ষমতা নেই আবারও প্রমান হল।,মুর্শিদাবাদে পুলিশের কোন ক্ষমতা নেই আবারও প্রমান হল।,মুর্শিদাবাদে পুলিশের কোন ক্ষমতা নেই আবারও প্রমান হল।,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@ApuMahato21,2025-05-26T04:55:02.000Z,5856457891030680000,bn,negative,criticism,0.51,0.09,unrelated
Please first check west bengal border,Please first check west bengal border,Please first check west bengal border,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@YashXplorer,2025-05-24T18:41:28.000Z,5856457891030680000,en,neutral,criticism,0.46,0.35,unrelated
I am a pure bengali but from another state whom can't you controll ok just go to hell you Hindu bloody thirsty women,I am a pure bengali but from another state whom can't you controll ok just go to hell you Hindu bloody thirsty women,I am a pure bengali but from another state whom can't you controll ok just go to hell you Hindu bloody thirsty women,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@SahebDa01081191,2025-05-24T18:50:28.000Z,5856457891030680000,en,negative,criticism,0.93,0.19,unrelated
Yet hou will lose next election like kejri.,Yet hou will lose next election like kejri.,Yet hou will lose next election like kejri.,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@MulhidKhadija,2025-05-24T18:55:41.000Z,5856457891030680000,en,negative,criticism,0.78,0.09,unrelated
#JaiBangla,#JaiBangla,#JaiBangla,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@AzadSk340953,2025-05-24T19:00:29.000Z,5856457891030680000,tl,neutral,praise,0.46,0.24,unrelated
"Jai Hind,Vande Mataram, Jai Bangla.","Jai Hind,Vande Mataram, Jai Bangla.","Jai Hind,Vande Mataram, Jai Bangla.","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@GoutamSaha94343,2025-05-24T19:22:31.000Z,5856457891030680000,id,positive,praise,0.57,0.16,unrelated
Best CM,Best CM,Best CM,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@satish6565,2025-05-24T19:40:11.000Z,5856457891030680000,de,positive,praise,0.59,-0.01,unrelated
Jai hind,Jai hind,Jai hind,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@AitcDipayan2,2025-05-24T20:01:11.000Z,5856457891030680000,sw,positive,support,0.4,0.16,unrelated
Cute,Cute,Cute,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@wildgod1,2025-05-24T20:21:10.000Z,5856457891030680000,ro,positive,praise,0.57,0.06,unrelated
Mam,Mam,Mam,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@Sudiplohar333,2025-05-24T20:25:22.000Z,5856457891030680000,sw,neutral,praise,0.41,0.15,unrelated
Party fund Se Kuch diaaa ki Nahi,Party fund Se Kuch diaaa ki Nahi,Party fund Se Kuch diaaa ki Nahi,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@Varungu98975197,2025-05-25T03:36:44.000Z,5856457891030680000,id,neutral,insult,0.38,0.18,unrelated
"For backstabbing our nation, you shall face the consequences. What goes around comes around.","For backstabbing our nation, you shall face the consequences. What goes around comes around.","For backstabbing our nation, you shall face the consequences. What goes around comes around.","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@iamgauravbalyan,2025-05-25T08:15:25.000Z,5856457891030680000,en,negative,criticism,0.81,0.13,unrelated
#MamataBanerjeeZindabad  #TMF4TMC  #TMF,#MamataBanerjeeZindabad #TMF4TMC #TMF,#MamataBanerjeeZindabad #TMF4TMC #TMF,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@SAIKAT_DAS_AITC,2025-05-25T09:30:29.000Z,5856457891030680000,id,neutral,praise,0.56,0.26,unrelated
Jay hind,Jay hind,Jay hind,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@kousdas1975,2025-05-25T10:52:15.000Z,5856457891030680000,so,positive,criticism,0.43,-0.0,unrelated
Nation First,Nation First,Nation First,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@PK_Official4You,2025-05-25T11:02:15.000Z,5856457891030680000,en,neutral,support,0.56,0.1,unrelated
Go to Murshidabad too..,Go to Murshidabad too..,Go to Murshidabad too..,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@omprakashpande6,2025-05-26T05:24:26.000Z,5856457891030680000,so,neutral,support,0.41,0.32,unrelated
"Kudos to the TMC delegation for their compassionate visit to Poonch and Rajouri. Their presence brought solace to grieving families and support to the injured. In times of crisis, empathy and solidarity matter most. #TMC #CompassionInAction #PoonchRajouri","Kudos to the TMC delegation for their compassionate visit to Poonch and Rajouri. Their presence brought solace to grieving families and support to the injured. In times of crisis, empathy and solidarity matter most. #TMC #CompassionInAction #PoonchRajouri","Kudos to the TMC delegation for their compassionate visit to Poonch and Rajouri. Their presence brought solace to grieving families and support to the injured. In times of crisis, empathy and solidarity matter most. #TMC #CompassionInAction #PoonchRajouri","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@chatterjee_mita,2025-05-26T06:16:14.000Z,5856457891030680000,en,positive,praise,0.62,0.72,related
"Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali  cheif minister take a look at this also","Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali cheif minister take a look at this also","Mrs chief minister, mrs busy chief minister, mrs mon ki karne vali cheif minister take a look at this also","I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@singhslathiaji,2025-05-26T06:16:18.000Z,5856457891030680000,de,neutral,support,0.39,0.24,unrelated
Please send Ur delegates to Murshisabad's Hindu families also,Please send Ur delegates to Murshisabad's Hindu families also,Please send Ur delegates to Murshisabad's Hindu families also,"I deeply appreciate the efforts of our 5-member delegation who visited the border districts of Poonch and Rajouri, recently affected by cross-border shelling. They met grieving families, shared in their sorrow, and offered words of comfort and support during this time of immense pain.  The delegation also visited the Government Medical College in Rajouri to check on those injured and undergoing treatment. They interacted with the attending doctors and conveyed deep appreciation for their service.  In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@NonSeculaIndian,2025-05-26T07:25:02.000Z,5856457891030680000,en,neutral,support,0.39,0.47,related
